REGIÃO:;NE
UF:;BA
ESTAÇÃO:;IRECE
CODIGO (WMO):;A424
LATITUDE:;-11,32888888
LONGITUDE:;-41,86444444
ALTITUDE:;755
DATA DE FUNDAÇÃO (YYYY-MM-DD):;2008-03-31
DATA (YYYY-MM-DD);HORA (UTC);PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2017-01-01;00:00;0;927,4;927,4;926,9;-9999;26,7;13,6;27,8;26,7;13,6;13,4;44;41;44;99;9,9;4,7;
2017-01-01;01:00;0;927,6;927,6;927,4;-9999;25,7;13,7;26,7;25,7;13,8;13,6;48;44;48;104;8,1;4,4;
2017-01-01;02:00;0;927,7;927,8;927,6;-9999;24,6;15,1;25,8;24,6;15,1;13,7;55;47;55;110;9,1;4,9;
2017-01-01;03:00;0;927,1;927,7;927,1;-9999;23,5;17;24,6;23,5;17;15,1;67;55;67;109;7,8;4,7;
2017-01-01;04:00;0;926,6;927,1;926,6;-9999;22,5;17,4;23,5;22,5;17,4;17;73;67;73;103;9,5;5,8;
2017-01-01;05:00;0;926,6;926,6;926,4;-9999;22,1;17,2;22,6;22,1;17,4;17,2;74;72;74;117;9,8;3,4;
2017-01-01;06:00;0;927,1;927,1;926,6;-9999;21,6;17;22,1;21,6;17,2;17;75;74;75;122;6,9;2,2;
2017-01-01;07:00;0;927,4;927,5;927,1;-9999;21;16,7;21,6;21;17,1;16,7;76;75;76;138;5,5;2,1;
2017-01-01;08:00;0;927,5;927,5;927,4;-9999;20,6;16,8;21;20,6;17;16,7;79;76;79;121;8,7;3,8;
2017-01-01;09:00;0;928,2;928,2;927,5;54,9;21;16,2;21;20,5;16,8;16,2;79;74;74;126;9,1;3,8;
2017-01-01;10:00;0;928,9;928,9;928,2;687,5;22,8;16,4;22,9;21;16,6;16,2;74;67;67;116;11,6;6,9;
2017-01-01;11:00;0;929,3;929,3;928,9;1620;24,5;15,9;24,9;22,8;16,7;15,8;68;58;59;115;12,1;6,2;
2017-01-01;12:00;0;929,8;929,9;929,3;2541,7;25,7;16,3;25,8;24,1;16,6;15,8;61;56;56;125;13;4,5;
2017-01-01;13:00;0;929,6;930;929,6;3295,9;27,3;15,4;27,5;25,6;16,3;15,1;56;47;48;111;10,6;6;
2017-01-01;14:00;0;928,9;929,6;928,9;3722,5;29,2;13,6;29,8;27,2;15,3;13,2;48;37;38;120;12,7;4,8;
2017-01-01;15:00;0;928,2;928,9;928,1;3889,7;31,2;12,5;31,8;29,2;13,9;11,5;38;31;32;109;9,3;4,4;
2017-01-01;16:00;0;927,1;928,2;927,1;3761,5;32,3;10,5;33,1;31,2;13,2;10,1;33;26;26;78;9,5;2,7;
2017-01-01;17:00;0;926,1;927,1;926,1;3392,3;33,5;10;34;32,2;11,5;9,5;27;23;24;121;8,9;3,2;
2017-01-01;18:00;0;925,4;926,1;925,4;2847,6;33,6;10,7;34,4;32,7;11;9,5;25;23;25;76;9,7;3,4;
