REGIAO:;NE
UF:;PE
ESTACAO:;CABROBO
CODIGO (WMO):;A329
LATITUDE:;-8,504
LONGITUDE:;-39,31528
ALTITUDE:;342,74
DATA DE FUNDACAO:;04/09/07
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2020/01/01;0000 UTC;0;974,7;974,7;973,6;;23,5;21,4;23,5;23;21,5;20,9;89;87;88;298;1,7;0;
2020/01/01;0100 UTC;0;975,2;975,3;974,7;;23,3;21,7;23,5;23,1;21,7;21,2;91;88;91;116;0;0;
2020/01/01;0200 UTC;0;974,8;975,2;974,7;;23,1;21,7;23,3;23;21,7;21,5;92;91;92;60;0;0;
2020/01/01;0300 UTC;0;974,5;974,8;974,5;;23,3;21,7;23,3;23,1;21,7;21,5;92;91;91;19;0;0;
2020/01/01;0400 UTC;0;974;974,5;974;;23,4;20,8;23,5;23,2;21,7;20,8;91;86;86;340;0;0;
2020/01/01;0500 UTC;0;973,9;974,1;973,9;;23,2;21,4;23,4;23,1;21,4;20,6;90;85;90;358;0;0;
2020/01/01;0600 UTC;0;973,9;974;973,8;;23,3;21,7;23,3;23,1;21,8;21,3;91;90;91;47;0;0;
2020/01/01;0700 UTC;0;974;974;973,8;;22,8;19,6;23,4;22,6;21,8;19,5;91;82;82;56;5;0;
2020/01/01;0800 UTC;0;973,8;974,1;973,7;;22,8;20,3;22,9;22,7;20,3;19,3;86;81;86;21;0;0;
2020/01/01;0900 UTC;0;974;974;973,6;20,3;22,8;20,8;22,9;22,7;20,9;20,3;89;86;88;7;0;0;
2020/01/01;1000 UTC;0;974,5;974,5;974;261,5;23,5;21,2;23,5;22,8;21,4;20,8;89;87;87;9;3;0;
2020/01/01;1100 UTC;0;974,7;974,7;974,5;816,6;24,8;11,3;24,8;23,4;21,4;11,3;87;43;43;32;5,1;,9;
2020/01/01;1200 UTC;0;975;975;974,7;1475,6;25,9;9,1;25,9;24,8;11,3;8,7;43;34;35;79;4,9;,3;
2020/01/01;1300 UTC;0;974,6;975;974,6;2914,1;27,6;3,6;27,8;25,9;9,3;3;35;21;21;43;6,9;2,1;
2020/01/01;1400 UTC;0;974;974,6;974;3192,5;29;1,6;29,2;27,6;4,6;1,6;22;17;17;112;7,9;0;
2020/01/01;1500 UTC;0;973,6;974,1;973,6;2014,8;29,2;1,8;30,1;28,9;2,3;1,5;17;17;17;103;4,7;,5;
2020/01/01;1600 UTC;0;972,7;973,6;972,7;1382,2;29,6;2,1;29,8;29,2;2,3;1,8;17;17;17;106;4,7;0;
2020/01/01;1700 UTC;0;971,7;972,7;971,7;1380,2;29,6;2,1;30;29,5;2,4;2;17;17;17;85;3,8;,4;
2020/01/01;1800 UTC;0;970,8;971,7;970,8;1061,6;29,9;2,4;30,4;29,6;2,6;2,1;17;17;17;152;3,9;0;
2020/01/01;1900 UTC;0;970,5;970,8;970,5;797;30,1;2,5;30,2;29,9;2,6;2,3;17;17;17;105;0;0;
2020/01/01;2000 UTC;0;970,7;970,7;970,5;661;30,6;2,8;30,7;30;2,9;2,5;17;17;17;84;0;0;
2020/01/01;2100 UTC;0;970,8;970,9;970,7;253;29,2;2,1;30,6;29,2;2,8;2,1;18;17;18;95;0;0;
2020/01/01;2200 UTC;0;971,6;971,7;970,8;;28,4;2,3;29,2;28,1;3;1,6;20;18;19;107;0;0;
2020/01/01;2300 UTC;0;972,3;972,3;971,6;;27,7;4,8;28,4;27,7;4,8;1,9;23;18;23;82;0;0;
2020/01/02;0000 UTC;0;972,9;972,9;972,3;;27,1;7,2;27,7;27,1;7,2;4,9;28;23;28;85;0;0;
2020/01/02;0100 UTC;0;973,1;973,1;972,9;;26,9;6,7;27,1;26,9;7,2;6,5;29;27;28;65;0;0;
2020/01/02;0200 UTC;0;973,3;973,3;973,1;;26,5;6,4;27,1;26,5;7;5,1;28;25;28;99;0;0;
2020/01/02;0300 UTC;0;973;973,3;973;;26,1;6,3;26,6;26,1;7,2;5,6;30;26;28;82;0;0;
2020/01/02;0400 UTC;0;972,3;973;972,3;;25,8;5,5;26,2;25,8;6,4;4,8;29;25;27;81;0;0;
2020/01/02;0500 UTC;0;972;972,3;972;;25,5;6;25,9;25,5;6,1;5,3;29;27;29;237;0;0;
2020/01/02;0600 UTC;0;972,2;972,3;972;;25,3;6,6;25,6;25,3;6,7;6;30;29;30;165;0;0;
2020/01/02;0700 UTC;0;972,4;972,4;972,1;;25;7,6;25,3;24,7;8,4;6,6;35;30;33;162;0;0;
2020/01/02;0800 UTC;0;973,1;973,1;972,4;;24,9;6,5;25,1;24,8;7,5;6,4;33;30;31;135;0;0;
2020/01/02;0900 UTC;0;973,8;973,8;973,1;46,1;24,8;7,1;24,9;24,6;7,2;6,4;33;31;32;114;0;0;
2020/01/02;1000 UTC;0;974,1;974,2;973,8;439;25,8;6,8;25,8;24,8;7,3;6,7;32;30;30;131;0;0;
2020/01/02;1100 UTC;0;974,3;974,3;974,1;1033,8;27,4;4,9;27,4;25,7;6,7;4,8;30;24;24;112;0;0;
2020/01/02;1200 UTC;0;974,7;974,7;974,3;1980,8;28,9;2;28,9;27,3;4,8;2;24;18;18;72;6,7;0;
2020/01/02;1300 UTC;0;974,2;974,7;974,2;2405,8;29,5;1,9;29,6;28,5;2,5;1,4;18;17;17;86;6,2;0;
2020/01/02;1400 UTC;0;973,6;974,2;973,6;2340,3;30,5;2,6;30,5;29,5;2,6;1,9;17;17;17;147;5,3;0;
2020/01/02;1500 UTC;0;973,1;973,6;973,1;2099;31,1;2,8;31,1;30,2;2,9;2,3;17;17;17;81;5,8;,7;
2020/01/02;1600 UTC;0;972,2;973,1;972,2;2868,6;32,2;3,7;32,4;31,1;3,7;2,9;17;16;17;151;6;1,2;
2020/01/02;1700 UTC;0;971,4;972,2;971,4;2520,7;30,3;2,5;33;30,3;4;2,5;17;16;17;156;9,5;5,2;
2020/01/02;1800 UTC;0;970,9;971,6;970,9;1881,7;29,6;2,1;30,6;28,7;2,8;1,5;17;17;17;124;9,5;2,7;
2020/01/02;1900 UTC;0;970,6;970,9;970,5;557,8;30,1;2,6;30,2;29,4;2,7;2;17;17;17;114;6,4;0;
2020/01/02;2000 UTC;0;970,7;970,8;970,5;97,3;30,4;2,9;30,4;30,1;2,9;2,6;17;17;17;101;,2;0;
2020/01/02;2100 UTC;0;971,1;971,1;970,7;22;30,1;2,7;30,4;30,1;2,9;2,7;17;17;17;56;0;0;
2020/01/02;2200 UTC;0;971,4;971,4;970,9;;29,5;2,3;30,1;29,5;2,7;2,3;18;17;18;347;0;0;
2020/01/02;2300 UTC;0;972,6;972,6;971,4;;27,6;6,9;29,5;27,5;6,9;2;27;18;27;228;3,2;0;
2020/01/03;0000 UTC;0;973,3;973,3;972,5;;28,6;5,6;28,6;27,6;7,2;5,4;27;23;23;164;0;0;
2020/01/03;0100 UTC;0;973,6;973,7;973,3;;28,5;5,4;28,8;28,5;5,8;4,9;24;22;23;220;0;0;
2020/01/03;0200 UTC;0;973,2;973,7;973,2;;28,1;5,2;28,5;28,1;5,8;4,8;24;23;23;308;0;0;
2020/01/03;0300 UTC;0;972,7;973,2;972,7;;27,6;5,4;28,1;27,5;6,3;5,2;26;23;24;268;0;0;
2020/01/03;0400 UTC;0;972,4;972,7;972,4;;27,2;6,7;27,6;27,2;6,7;4,8;27;24;27;321;0;0;
2020/01/03;0500 UTC;0;972,2;972,4;972,2;;26,8;6,9;27,2;26,7;7,4;6,8;29;27;28;300;0;0;
2020/01/03;0600 UTC;0;972,1;972,2;972,1;;26,6;6,6;26,9;26,4;7,3;6,6;30;28;28;258;0;0;
2020/01/03;0700 UTC;0;972,4;972,4;972,1;;25,8;7,4;26,6;25,8;7,5;6,4;31;28;31;308;0;0;
2020/01/03;0800 UTC;0;973,2;973,2;972,4;;25,5;10,2;25,9;25,5;10,2;7,4;38;31;38;9;3,7;0;
2020/01/03;0900 UTC;0;973,9;973,9;973,2;94,4;25,7;10,5;25,7;25,3;13,2;10,2;47;38;39;343;0;0;
2020/01/03;1000 UTC;0;974,6;974,6;973,9;395,3;26,7;7,7;26,7;25,7;10,3;7,6;38;30;30;256;0;0;
2020/01/03;1100 UTC;0;975,1;975,2;974,6;1012,4;27,9;5,2;27,9;26,6;7,7;5,2;30;24;24;337;4,4;,5;
2020/01/03;1200 UTC;0;975,3;975,3;975,1;1736,4;29,5;1,9;29,6;27,8;5,4;1,5;24;17;17;36;7,5;1,4;
2020/01/03;1300 UTC;0;975,1;975,4;975;2732,6;31,3;2,8;31,5;29,5;2,9;1,9;17;16;16;11;5,5;0;
2020/01/03;1400 UTC;0;974,7;975,1;974,7;1611;31,6;3;32,1;30,6;3,2;2,4;17;16;16;315;1,8;0;
2020/01/03;1500 UTC;0;974,1;974,8;974,1;2427,7;32,2;3,3;32,8;31,1;3,6;2,9;17;16;16;313;5,2;,3;
2020/01/03;1600 UTC;0;972,8;974,1;972,7;2574,2;34,2;4,1;34,6;32,1;4,3;3,3;16;15;15;265;4,5;0;
2020/01/03;1700 UTC;0;971,7;972,8;971,7;2303,3;32,4;3,8;34,3;32,4;4,4;3,8;16;15;16;313;8,6;,8;
2020/01/03;1800 UTC;0;971;971,7;970,8;1250,4;32,7;4;33,2;32,4;4,3;3,7;17;16;16;324;5,9;,4;
2020/01/03;1900 UTC;0;970,9;971,6;970,9;597,3;30,7;3;32,9;28,7;4,1;1,3;17;16;17;185;9,1;,3;
2020/01/03;2000 UTC;0;971,1;971,1;970,9;149,9;29,6;2,2;30,8;29,6;3;2,2;17;17;17;145;3,4;0;
2020/01/03;2100 UTC;0;971,2;971,3;971;7,9;29,7;2,4;30,5;29,4;3;2,1;17;17;17;360;4,9;,2;
