REGIAO:;CO
UF:;GO
ESTACAO:;GOIANIA
CODIGO (WMO):;A002
LATITUDE:;-16,642841
LONGITUDE:;-49,220222
ALTITUDE:;727,3
DATA DE FUNDACAO:;29/05/01
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2022/01/01;0000 UTC;;928;928;926,8;;20,8;18,8;21,8;20,8;18,9;18,5;88;82;88;329;3,7;0;
2022/01/01;0100 UTC;;928,6;928,6;928;;20,8;19,1;21,1;20,7;19,3;18,9;90;89;90;343;2,7;,1;
2022/01/01;0200 UTC;;928,6;928,8;928,6;;20,4;18,9;20,8;20,4;19,2;18,9;91;90;91;345;1,3;,1;
2022/01/01;0300 UTC;;928,3;928,6;928,3;;20;18,7;20,4;20;18,9;18,6;92;91;92;342;1;0;
2022/01/01;0400 UTC;;927,7;928,3;927,7;;19,7;18,5;20,1;19,6;18,8;18,4;93;92;93;307;,9;0;
2022/01/01;0500 UTC;;927,1;927,7;927,1;;19,5;18,3;19,9;19,4;18,7;18,2;93;93;93;234;0;0;
2022/01/01;0600 UTC;;926,7;927,1;926,7;;19,5;18,3;19,8;19,5;18,6;18,3;93;93;93;248;,4;0;
2022/01/01;0700 UTC;;927;927;926,7;;19,4;18,2;19,6;19,4;18,4;18,2;93;93;93;327;,3;0;
2022/01/01;0800 UTC;;926,9;927,1;926,9;;20,3;19,2;20,3;19,3;19,2;18,2;93;93;93;317;3,9;,9;
2022/01/01;0900 UTC;;927,8;927,8;926,9;3;19,9;18,5;20,4;19,9;19,2;18,4;93;90;92;301;3,9;0;
2022/01/01;1000 UTC;;928,2;928,2;927,8;199,2;21,1;19,8;21,1;19,9;19,8;18,6;92;92;92;324;,6;0;
2022/01/01;1100 UTC;;928,8;928,9;928,2;559,8;22,5;19,5;22,6;21,1;20,3;19,3;92;83;83;286;4,2;0;
2022/01/01;1200 UTC;;929,4;929,4;928,8;611,6;23,1;19,5;23,3;22,5;20,1;19,2;85;79;80;353;4;1,3;
2022/01/01;1300 UTC;;929,8;929,8;929,4;556,1;22,1;20,4;23,6;21,7;20,4;18,9;90;79;90;345;4;,8;
2022/01/01;1400 UTC;;930,2;930,3;929,8;327,3;21,4;20;22,3;20,8;20,7;19,1;92;89;92;244;6;,5;
2022/01/01;1500 UTC;;929,4;930,3;929,4;414,2;21,8;20,3;21,9;20,7;20,5;19,2;92;91;91;296;3,8;,2;
2022/01/01;1600 UTC;;928,7;929,4;928,7;939,2;22,4;20,3;22,8;21,4;21,1;19,4;91;88;88;273;4,2;,7;
2022/01/01;1700 UTC;;927,9;928,7;927,9;1695,5;23,6;20,1;24,2;22;21,8;19,3;89;78;81;287;4;,2;
2022/01/01;1800 UTC;;927,4;928;927,4;367,6;21,9;20,2;23,6;21,9;20,5;19,8;91;81;90;313;3;,5;
2022/01/01;1900 UTC;;926,8;927,4;926,7;1609,2;23,6;19,9;24,5;21,8;22,3;19,9;91;77;80;31;3,2;,5;
2022/01/01;2000 UTC;;926,8;926,9;926,7;708,5;23,2;20,1;23,6;22,5;20,5;19,7;87;80;83;357;4,9;,9;
2022/01/01;2100 UTC;;927;927;926,8;378,9;23;19,5;23,3;22,8;20,3;19,3;83;80;80;350;4,7;1;
2022/01/01;2200 UTC;;927,8;927,8;927;157,3;22,2;19,4;23,2;22,2;19,7;19,2;84;78;84;354;4,2;0;
2022/01/01;2300 UTC;;928,5;928,5;927,8;;22;19,6;22,2;22;19,7;19,4;86;85;86;321;1,9;,1;
2022/01/02;0000 UTC;;928,8;928,8;928,5;;21,7;19,7;22;21,7;19,7;19,6;88;86;88;349;2,6;,2;
2022/01/02;0100 UTC;;929,3;929,4;928,7;;21,1;19,3;21,7;21;19,7;19,1;90;88;90;345;2,8;,6;
2022/01/02;0200 UTC;;929,6;929,7;929,3;;21,1;19;21,2;20,9;19,3;19;90;88;88;337;2,9;,5;
2022/01/02;0300 UTC;;929,3;929,6;929,3;;21;19,2;21,2;21;19,2;19;89;88;89;317;2,3;0;
2022/01/02;0400 UTC;;928,7;929,3;928,7;;20,4;18,6;21;20,4;19,2;18,6;90;89;90;330;2,1;,1;
2022/01/02;0500 UTC;;928,2;928,7;928,2;;19,8;18,4;20,4;19,7;18,7;18,2;92;90;92;220;,9;0;
2022/01/02;0600 UTC;;928,2;928,3;928,1;;20,3;18,8;20,4;19,8;18,9;18,5;92;91;91;101;1,4;0;
2022/01/02;0700 UTC;;928,3;928,5;928,2;;20,4;19;20,4;20,2;19;18,7;92;91;92;210;,5;0;
2022/01/02;0800 UTC;;928,7;928,8;928,3;;20,8;19,3;20,8;20,4;19,3;19;92;91;91;30;0;0;
2022/01/02;0900 UTC;;929,4;929,4;928,7;1,5;20,8;19,4;20,8;20,7;19,4;19,2;92;91;92;37;0;0;
2022/01/02;1000 UTC;;929,9;929,9;929,4;197,7;21,9;20,3;21,9;20,8;20,3;19,4;92;90;90;286;1,3;0;
2022/01/02;1100 UTC;;930,3;930,3;929,9;617,3;23,4;20;23,4;21,9;20,3;19,5;90;81;81;344;4,3;1,4;
2022/01/02;1200 UTC;;930,8;930,8;930,3;1543,1;24,6;19,2;25,2;23,2;20,4;19;82;70;72;345;7;2,7;
2022/01/02;1300 UTC;;931;931;930,8;1564,4;24,4;19,9;25,4;23,8;20,4;19,1;80;70;76;334;7;2,2;
2022/01/02;1400 UTC;;930,5;931;930,5;3234,7;27,1;20,1;27,1;24,4;20,9;19,1;76;65;66;334;7,4;2,2;
2022/01/02;1500 UTC;;929,6;930,5;929,6;2562,2;27,1;19,3;28;26,4;21,1;19;69;59;62;317;7;2,4;
2022/01/02;1600 UTC;;929,4;930;929,3;2256,3;26,2;20,6;27,2;24,5;22;19;81;62;71;267;8,1;1,3;
2022/01/02;1700 UTC;;928,4;929,4;928,4;1633,8;24,9;21;26,8;23,9;21,4;18,5;81;61;79;338;7,2;2,1;
2022/01/02;1800 UTC;;928,2;928,5;928,2;1396,8;23,6;19,9;25,8;23,5;21,2;19,4;83;70;80;312;6,5;1,9;
2022/01/02;1900 UTC;;927,5;928,2;927,5;914,2;23,5;19,1;23,9;23,1;20,3;19;81;76;76;321;6;1,1;
2022/01/02;2000 UTC;;927,8;927,9;927,5;1366,2;24,6;19,2;25,1;23,5;20;18,8;77;71;72;2;4,4;2;
2022/01/02;2100 UTC;;927,6;927,8;927,5;724,9;24,4;19,6;25,6;24,2;20;18,8;76;69;75;20;4,7;,8;
2022/01/02;2200 UTC;;928,7;928,7;927,6;77,1;23;19,6;24,4;23;19,7;19,3;81;75;81;5;3,9;,9;
2022/01/02;2300 UTC;;929,9;929,9;928,7;;22,4;19,6;23;22,3;19,8;19,6;85;81;84;341;3,8;1,2;
2022/01/03;0000 UTC;;930,3;930,3;929,9;;22;19,8;22,4;21,7;19,8;19,2;87;84;87;341;4;1,3;
2022/01/03;0100 UTC;;931;931;930,2;;21,8;19,4;22,2;21,8;19,8;19,4;87;85;86;339;3,5;,7;
2022/01/03;0200 UTC;;931,3;931,4;931;;21,3;19,2;21,8;21,3;19,4;19,2;88;86;88;340;3,4;,4;
2022/01/03;0300 UTC;;930,9;931,4;930,9;;20,6;18,9;21,3;20,6;19,3;18,9;90;88;90;227;1,7;,1;
2022/01/03;0400 UTC;;930,4;930,9;930,4;;20,9;19,4;20,9;20,5;19,4;18,8;92;90;91;313;2;,2;
2022/01/03;0500 UTC;;930,1;930,5;930,1;;21;19,2;21,2;20,9;19,5;19,1;91;89;90;333;3,7;1,2;
