REGIAO:;N
UF:;PA
ESTACAO:;BRAGANCA
CODIGO (WMO):;A226
LATITUDE:;-1,04722221
LONGITUDE:;-46,78583333
ALTITUDE:;41
DATA DE FUNDACAO:;11/03/08
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2023/01/01;0000 UTC;;1007,8;1007,8;1007,3;;26,2;22,6;26,3;26,2;22,8;22,4;81;79;81;235;0;0;
2023/01/01;0100 UTC;;1007,9;1008;1007,8;;25,7;22,6;26,3;25,7;22,7;22,5;83;80;83;234;0;0;
2023/01/01;0200 UTC;;1007,7;1007,9;1007,5;;25,6;22,7;26;25,6;22,9;22,5;84;82;84;236;0;0;
2023/01/01;0300 UTC;;1007,3;1007,7;1007,3;;25,6;22,7;25,8;25,6;22,9;22,7;85;83;84;236;0;0;
2023/01/01;0400 UTC;;1006,6;1007,3;1006,6;;25,2;22,6;25,6;25,2;22,8;22,6;86;84;86;235;0;0;
2023/01/01;0500 UTC;;1005,9;1006,7;1005,9;;24,9;22,6;25,2;24,7;22,6;22,4;88;86;87;236;0;0;
2023/01/01;0600 UTC;;1005,1;1005,9;1005,1;;24,8;22,4;25,1;24,8;22,6;22,4;87;86;86;235;0;0;
2023/01/01;0700 UTC;;1005,1;1005,1;1004,9;;24,7;22,5;24,9;24,7;22,6;22,4;88;86;88;236;0;0;
2023/01/01;0800 UTC;;1005,6;1005,6;1005,1;;24,7;22,5;24,7;24,6;22,7;22,5;88;88;88;236;0;0;
2023/01/01;0900 UTC;;1006,1;1006,1;1005,5;;24,6;22,6;24,7;24,5;22,6;22,5;89;88;89;236;0;0;
2023/01/01;1000 UTC;;1006,7;1006,7;1006;;25,2;22,8;25,2;24,6;22,8;22,4;89;86;86;236;2;0;
