REGIÃO:;N
UF:;AM
ESTAÇÃO:;COARI
CODIGO (WMO):;A117
LATITUDE:;-4,09749999
LONGITUDE:;-63,14527777
ALTITUDE:;53
DATA DE FUNDAÇÃO (YYYY-MM-DD):;2008-04-12
DATA (YYYY-MM-DD);HORA (UTC);PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2015-01-01;00:00;0;1005,1;1005,2;1004,5;-9999;26,7;23,4;27,5;26,7;23,4;22,6;82;76;82;97;2,7;1,5;
2015-01-01;01:00;0;1006,1;1006,1;1005,1;-9999;26,7;23,1;27;26,5;23,5;22,9;84;78;80;90;2,2;,9;
2015-01-01;02:00;0;1007,1;1007,1;1006,1;-9999;25,9;23,9;26,8;25,8;23,9;23,1;89;80;89;105;3,4;1,8;
2015-01-01;03:00;,8;1007,2;1007,5;1007,1;-9999;24,8;23;26,1;24,7;24;23;91;87;90;88;6,3;2,7;
2015-01-01;04:00;2;1007;1007,3;1007;-9999;24,5;23,3;24,8;24,4;23,3;23,1;93;90;93;238;5,6;,3;
2015-01-01;05:00;,6;1006,2;1007;1006,2;-9999;24,3;23,1;24,8;24,2;23,6;23;93;93;93;181;2,4;1,4;
2015-01-01;06:00;0;1005,7;1006,2;1005,7;-9999;24;22,8;24,3;24;23,1;22,8;93;93;93;176;2,8;,5;
2015-01-01;07:00;0;1005,2;1005,7;1005,2;-9999;23,9;22,6;24;23,8;22,8;22,6;93;93;93;142;2,2;,9;
2015-01-01;08:00;0;1005,4;1005,4;1005,1;-9999;24;22,9;24;23,9;22,9;22,6;93;93;93;172;2;,6;
2015-01-01;09:00;0;1006,1;1006,2;1005,4;-9999;24,2;23;24,2;24;23;22,9;94;93;93;115;2;,6;
2015-01-01;10:00;0;1006,7;1006,7;1006,1;-9999;24,3;23,1;24,3;24,1;23,2;23;94;93;93;94;1,6;,2;
2015-01-01;11:00;0;1007,3;1007,3;1006,7;45,5;24,4;23,2;24,4;24,2;23,2;23,1;93;93;93;140;2;1,1;
2015-01-01;12:00;0;1008,2;1008,2;1007,3;207,6;24,8;23,5;24,8;24,4;23,5;23,2;93;93;93;134;2;1;
2015-01-01;13:00;,2;1008,7;1008,7;1008,2;375,2;25,5;24,1;25,5;24,8;24,1;23,5;93;90;92;140;2,5;1,2;
2015-01-01;14:00;,2;1009;1009;1008,7;717,7;26,8;24,4;26,8;25,5;24,6;24;92;87;87;123;2,2;,8;
2015-01-01;15:00;0;1008,4;1009;1008,4;2432,2;30,1;23,4;30,3;26,7;25,4;23,2;88;66;68;55;5,7;2,7;
2015-01-01;16:00;0;1007,8;1008,4;1007,8;3410,6;29,7;23,2;30,7;29,1;24,4;22,7;73;66;68;11;6,2;3;
2015-01-01;17:00;0;1006,5;1007,8;1006,5;3223,9;30,7;23,4;31,2;29,2;24,9;22,9;72;64;65;30;5,5;2,6;
2015-01-01;18:00;0;1005,1;1006,5;1005,1;3179,7;31,4;23,3;31,8;30;25,3;22,2;70;60;62;31;7,4;4,8;
2015-01-01;19:00;0;1003,8;1005,1;1003,8;1894,4;29,6;23,3;31,4;29,5;23,5;22,2;69;60;69;14;7,4;3,5;
2015-01-01;20:00;0;1003,1;1003,8;1003,1;840;29,3;23,1;29,9;29,1;23,7;22,6;72;66;69;29;6,4;3,3;
2015-01-01;21:00;0;1003,4;1003,4;1003;361,7;29,1;23,3;29,3;29;23,5;22,9;72;69;71;358;5,4;2,1;
2015-01-01;22:00;0;1003,7;1003,7;1003,3;218,5;28,7;23,1;29,4;28,7;23,6;22,8;72;69;71;350;5,7;3;
2015-01-01;23:00;0;1004,3;1004,3;1003,7;15,2;27,9;23,3;28,7;27,9;23,4;23;76;72;76;19;5,6;1,8;
2015-01-02;00:00;0;1004,9;1004,9;1004,2;-9999;27,7;23,7;27,9;27,6;23,7;23,2;79;76;79;6;3;1,4;
2015-01-02;01:00;0;1006,5;1006,5;1004,9;-9999;26,3;24,1;27,9;26,3;24,1;23,5;88;77;88;113;2,9;,8;
2015-01-02;02:00;0;1007,1;1007,1;1006,5;-9999;26,3;24,3;26,5;26;24,3;24;90;87;89;97;1,6;,6;
2015-01-02;03:00;0;1007,2;1007,4;1007,1;-9999;25,9;24,3;26,7;25,9;24,4;24;91;86;91;163;1,1;0;
2015-01-02;04:00;0;1007,2;1007,5;1007,1;-9999;25,9;24,4;26,3;25,9;24,7;24,3;92;90;92;140;1,1;0;
2015-01-02;05:00;0;1006,6;1007,2;1006,6;-9999;26,3;24,6;26,3;25,8;24,6;24,4;92;91;91;78;2,1;1,1;
2015-01-02;06:00;0;1006,6;1006,8;1006,4;-9999;25,3;23,7;26,5;25,3;24,6;23,7;91;87;91;161;4,8;1,6;
2015-01-02;07:00;,2;1006,2;1006,6;1006,2;-9999;24,8;23,4;25,3;24,8;23,7;23,4;92;91;92;150;3,7;1;
2015-01-02;08:00;,8;1005,9;1006,3;1005,9;-9999;24,4;23,2;24,8;24,4;23,4;23,2;93;92;93;122;2,1;,1;
2015-01-02;09:00;0;1006,3;1006,3;1005,9;-9999;24,4;23,2;24,4;24,3;23,3;23,1;94;93;93;168;2,5;,8;
2015-01-02;10:00;0;1006,8;1006,8;1006,3;-9999;24,3;23,2;24,4;24,3;23,2;23,1;94;93;94;181;1,8;,6;
2015-01-02;11:00;0;1007,4;1007,4;1006,8;99,5;24,6;23,3;24,6;24,2;23,3;23,1;94;92;92;187;2,7;,2;
2015-01-02;12:00;0;1008,4;1008,4;1007,4;397,6;25,5;23,3;25,5;24,6;23,5;23,2;92;88;88;146;2;,8;
2015-01-02;13:00;0;1008,9;1008,9;1008,4;1115,9;27,9;23,5;28,2;25,5;24,4;23,3;88;76;77;90;2,6;,9;
2015-01-02;14:00;0;1008,8;1009;1008,7;1264,3;28,9;23,5;28,9;27,6;24,2;22,9;80;73;73;64;3,4;2,1;
2015-01-02;15:00;0;1008,6;1008,9;1008,5;1777;28,6;22,7;29,5;28,1;24;22,3;74;69;70;75;5,9;2,7;
2015-01-02;16:00;0;1007,8;1008,6;1007,8;1762;29,9;24,5;30;28,5;24,8;22,8;75;68;73;40;5,9;2,1;
2015-01-02;17:00;0;1006,9;1007,8;1006,9;2511;31,3;24,4;31,3;29,8;25,2;23,4;73;64;67;70;5,4;2,1;
2015-01-02;18:00;0;1005,2;1006,9;1005,2;2823;31,5;23,2;32,4;30,6;25,3;23;70;60;62;52;5,7;2,4;
2015-01-02;19:00;0;1003,9;1005,2;1003,9;1913,1;31,4;24,4;31,8;30,1;24,7;23,1;70;61;66;77;5,5;2,8;
2015-01-02;20:00;0;1003,4;1003,9;1003,4;1457,2;30,3;24;32,4;30,1;25;23,5;70;62;69;82;6,1;2,4;
2015-01-02;21:00;11;1003,5;1003,8;1003,3;468,5;27;23,7;30,5;25,4;24,3;22,6;90;69;82;56;12;1,8;
2015-01-02;22:00;0;1004,2;1004,2;1003,6;124,8;26,1;23,5;27,1;26,1;24;23,4;87;81;85;107;3,9;1,9;
2015-01-02;23:00;0;1004,8;1004,8;1004,2;17,4;25,8;23,4;26,1;25,7;23,4;23;87;84;87;95;2,9;,8;
2015-01-03;00:00;0;1006,4;1006,4;1004,8;-9999;26;22,9;26;25,6;23,6;22,9;88;83;83;81;10,4;5,1;
2015-01-03;01:00;0;1006,9;1006,9;1006,3;-9999;24,8;22,3;26;24,7;22,9;21,9;86;81;86;40;11,2;2,6;
2015-01-03;02:00;0;1007,6;1007,6;1006,7;-9999;25,1;23,1;25,1;24,8;23,1;22;88;83;88;324;4,3;1,5;
2015-01-03;03:00;0;1007,9;1007,9;1007,6;-9999;24,8;22,7;25,1;24,8;23;22,6;89;87;88;320;4,5;1,1;
2015-01-03;04:00;0;1007,5;1007,9;1007,4;-9999;24,5;23;24,9;24,5;23;22,6;91;87;91;132;2,5;,3;
2015-01-03;05:00;0;1007,3;1007,6;1007,3;-9999;24,3;22,9;24,5;24,2;23,1;22,7;92;91;92;184;1,9;,6;
2015-01-03;06:00;0;1006,6;1007,3;1006,6;-9999;24,1;22,7;24,3;23,8;22,8;22,4;93;92;92;208;2,1;0;
2015-01-03;07:00;0;1006,4;1006,6;1006,4;-9999;23,9;22,8;24,1;23,9;22,9;22,7;94;92;93;114;1,7;,8;
2015-01-03;08:00;0;1006;1006,4;1006;-9999;24;22,9;24;23,9;22,9;22,7;94;93;93;244;2,2;1;
2015-01-03;09:00;,2;1006,2;1006,2;1005,8;-9999;24;22,7;24,1;23,9;22,9;22,7;93;93;93;205;1,8;,6;
2015-01-03;10:00;0;1006,6;1006,6;1006,1;-9999;23,6;22,5;24;23,6;22,7;22,5;94;92;94;135;2,2;1,2;
2015-01-03;11:00;0;1007,5;1007,5;1006,6;96,9;24,1;22,9;24,1;23,6;22,9;22,5;94;93;93;142;2,3;,4;
2015-01-03;12:00;0;1008,2;1008,2;1007,5;628,5;26,1;23,1;26,1;24,1;23,4;22,9;93;83;84;121;3,1;1,5;
2015-01-03;13:00;0;1008,4;1008,4;1008,1;1808,6;28,3;23,4;28,7;26,1;23,8;22,7;84;73;75;31;3,8;,6;
2015-01-03;14:00;0;1008,8;1008,9;1008,4;2108,7;29,2;23,8;30,2;28,3;24,6;22,7;76;68;72;42;4,6;1,5;
2015-01-03;15:00;0;1008,5;1008,9;1008,5;2668,8;30,8;24;31,3;28,9;25,1;22,9;76;65;67;64;4,9;2,2;
2015-01-03;16:00;0;1007,6;1008,5;1007,6;3347,5;32,4;24,9;32,4;29,8;24,9;23,2;71;61;64;60;6,1;2,4;
2015-01-03;17:00;0;1006,8;1007,7;1006,8;2312,3;29;22,9;32,6;28;25,2;21,6;72;59;70;32;9;2,7;
2015-01-03;18:00;3,8;1005,5;1007;1005,5;1257,4;29,3;24,4;29,5;25,4;24,6;22,2;88;70;75;60;7,7;1,7;
2015-01-03;19:00;0;1004,6;1005,5;1004,6;1963,4;30,2;24;31,2;28,5;25,1;23,2;78;66;69;292;3,7;1;
2015-01-03;20:00;0;1004,5;1004,6;1004,4;1682,5;30,1;24,7;31,2;29,6;24,7;23,4;74;65;73;74;3,6;1,9;
2015-01-03;21:00;0;1004,3;1004,5;1004,1;734,7;30,2;23,9;30,9;29,6;24,9;23,8;74;68;69;108;3,5;1,2;
2015-01-03;22:00;0;1004,8;1004,8;1004,3;285,7;28,9;24,4;30,2;28,9;24,4;23,5;77;68;77;104;3,6;,9;
2015-01-03;23:00;0;1005,4;1005,4;1004,8;20,3;27,4;24,5;28,9;27,4;24,7;24,5;85;77;84;128;2,4;,1;
2015-01-04;00:00;0;1006,4;1006,4;1005,4;-9999;27;24,7;27,5;26,7;24,8;24,6;89;84;87;165;1,7;1;
2015-01-04;01:00;0;1007,2;1007,3;1006,4;-9999;26,2;24,5;27;26,2;24,8;24,3;90;87;90;205;1,8;,1;
2015-01-04;02:00;0;1007,7;1007,7;1007,2;-9999;26;24,4;26,3;26;24,7;24,4;91;90;91;186;1,5;,3;
2015-01-04;03:00;0;1008;1008;1007,6;-9999;25,7;24,3;26;25,7;24,5;24,3;92;91;92;208;1,9;,7;
2015-01-04;04:00;0;1007,5;1008;1007,5;-9999;25,4;24;25,7;25,4;24,4;24;92;92;92;203;2;,2;
2015-01-04;05:00;0;1007;1007,5;1006,9;-9999;25,1;23,7;25,5;25,1;24;23,7;92;92;92;188;2,3;1,1;
2015-01-04;06:00;0;1006,4;1007;1006,4;-9999;24,8;23,5;25,1;24,8;23,7;23,5;93;92;93;179;2,3;1;
2015-01-04;07:00;0;1006,3;1006,4;1006,2;-9999;24,5;23,3;24,8;24,5;23,5;23,3;93;93;93;183;2,1;,9;
2015-01-04;08:00;0;1006,5;1006,5;1006,1;-9999;24,2;23,1;24,5;24,2;23,3;23,1;94;93;94;161;2,2;1,3;
2015-01-04;09:00;0;1006,7;1006,7;1006,3;-9999;24,1;23,1;24,3;24,1;23,2;23,1;94;94;94;167;2;1,1;
2015-01-04;10:00;0;1007,5;1007,5;1006,7;-9999;24,1;23;24,2;24;23,1;23;94;94;94;171;2,6;1,1;
2015-01-04;11:00;0;1008,5;1008,5;1007,5;87;24,2;23;24,3;24;23,1;23;94;93;93;182;2,4;1,1;
2015-01-04;12:00;0;1009,2;1009,2;1008,5;598;26,1;23,7;26,1;24,2;23,9;23;93;86;86;184;3,9;2;
2015-01-04;13:00;0;1009,5;1009,5;1009,2;1543,9;28,6;24,1;28,6;25,9;24,7;23,4;87;77;77;151;3,9;1,6;
2015-01-04;14:00;0;1009,3;1009,5;1009,3;2422,4;30,1;24,4;30,7;28,6;25,2;23,6;77;69;72;186;3,5;1,2;
2015-01-04;15:00;0;1008,7;1009,3;1008,7;2802,4;31,5;23,3;32,6;30,1;24,9;22,8;72;59;62;182;4,1;1,1;
2015-01-04;16:00;0;1007,7;1008,7;1007,7;2218,6;31,8;23;32,6;31,1;24,4;21,3;66;55;60;149;3,1;1,1;
2015-01-04;17:00;0;1006,1;1007,7;1006,1;2764;33,3;23,7;33,3;31;24,2;21,7;66;55;57;149;4;1,6;
2015-01-04;18:00;0;1005,1;1006,1;1005,1;1591,9;29,1;23,4;33,3;28,9;23,8;22;72;53;72;64;7,7;3,9;
2015-01-04;19:00;0;1005,8;1005,8;1004,7;666;27,9;23,3;29,2;27,9;23,7;22;77;67;76;127;7,1;2;
2015-01-04;20:00;0;1005,7;1006,1;1005,5;377,6;26,3;22,8;28;26,2;24;22,4;83;75;81;29;9,1;4,6;
2015-01-04;21:00;0;1005,3;1005,7;1005,3;610,8;27;23;27,1;25,6;23,2;22,5;85;78;79;37;7,5;2,8;
2015-01-04;22:00;0;1006;1006,1;1005;257,1;26,4;23;27,4;26,2;23,4;22,6;83;78;81;49;7;2,6;
2015-01-04;23:00;0;1006,5;1006,5;1005,8;13,4;25,8;23;26,4;25,8;23,1;22,8;85;81;85;169;4,4;,9;
2015-01-05;00:00;0;1006,9;1007,2;1006,4;-9999;25,2;23,3;25,8;25,1;23,4;22,9;90;84;90;112;1,8;,2;
2015-01-05;01:00;0;1007,9;1007,9;1006,9;-9999;24,7;23,3;25,2;24,7;23,4;23,2;92;90;92;134;2,9;1,9;
2015-01-05;02:00;0;1008,4;1008,4;1007,9;-9999;24,7;23,1;24,8;24,7;23,3;23;92;90;91;123;3,2;1,3;
2015-01-05;03:00;0;1008,3;1008,5;1008,2;-9999;24,7;23,1;24,8;24,7;23,2;23,1;91;91;91;205;2,5;,9;
2015-01-05;04:00;0;1007,8;1008,3;1007,7;-9999;24,2;23;24,7;24,2;23,2;23;93;91;93;134;3,4;1,4;
2015-01-05;05:00;0;1007,2;1007,8;1007,2;-9999;24,4;23;24,4;24,2;23,1;23;93;92;92;173;2,6;,5;
2015-01-05;06:00;0;1006,5;1007,2;1006,5;-9999;24,1;22,9;24,4;24,1;23;22,8;93;92;93;182;1,8;,7;
2015-01-05;07:00;0;1006,1;1006,6;1006,1;-9999;23,9;22,9;24,1;23,9;22,9;22,8;94;93;94;104;2,2;,1;
2015-01-05;08:00;0;1005,8;1006,1;1005,8;-9999;23,9;22,9;23,9;23,8;22,9;22,8;94;94;94;218;1,6;1;
2015-01-05;09:00;0;1006,1;1006,1;1005,7;-9999;23,6;22,5;23,9;23,6;22,9;22,5;94;94;94;196;1,7;,2;
2015-01-05;10:00;0;1006,7;1006,7;1006,1;-9999;23,3;22,3;23,6;23,3;22,6;22,3;94;94;94;189;1,6;,6;
2015-01-05;11:00;0;1007,7;1007,7;1006,7;119,8;24,2;22,7;24,2;23,2;22,8;22,3;94;91;91;141;2,2;,6;
2015-01-05;12:00;0;1008,5;1008,5;1007,7;838,8;27,1;22,7;27,1;24,2;23,4;22,5;91;77;77;146;2,6;,9;
2015-01-05;13:00;0;1009,2;1009,2;1008,5;1525,3;27,9;23;28,6;26,8;24;22,4;79;71;75;137;2,8;1,6;
2015-01-05;14:00;0;1009;1009,2;1008,9;2398;30,6;22,6;30,7;27,9;23,8;21,9;77;60;62;193;3,4;,9;
2015-01-05;15:00;0;1009;1009;1008,9;2850,3;31,5;24,1;31,9;30,3;24,3;21,9;67;59;65;25;3,3;1,1;
2015-01-05;16:00;0;1007,9;1009;1007,9;2759,8;30,8;23,6;31,6;29,1;24,7;23,1;73;63;66;353;5;2,9;
2015-01-05;17:00;0;1006,6;1007,9;1006,6;944,5;26,7;22,2;31;26,5;24;21,1;77;65;77;275;9,8;1,7;
2015-01-05;18:00;0;1005,7;1006,6;1005,7;1836,7;28,3;23,6;28,5;26,4;23,7;22,2;80;73;76;203;5,1;1,7;
2015-01-05;19:00;0;1004,9;1005,7;1004,9;1914,5;28,6;21,6;30,9;28,3;24,2;21,4;77;59;66;20;4,6;2,7;
2015-01-05;20:00;0;1005;1005;1004,6;932,4;27,8;22,8;30;27,8;23;21,7;74;63;74;28;4,2;2,4;
2015-01-05;21:00;0;1005,3;1005,3;1004,6;556,2;27,3;22,8;28,2;27,3;23,6;22,6;78;74;77;18;9,9;5,5;
2015-01-05;22:00;,4;1006,2;1006,2;1005,3;120,6;24,6;22,9;27,3;24,6;23;21,7;90;76;90;46;10,4;3,9;
2015-01-05;23:00;0;1006,2;1006,2;1006;1,3;24;22,2;24,6;24;22,8;21,8;90;87;89;45;8,4;3,2;
2015-01-06;00:00;0;1006,9;1006,9;1006,2;-9999;24,5;22,3;24,5;24;22,5;22,2;90;87;88;62;5,5;,8;
2015-01-06;01:00;,2;1008;1008,1;1006,9;-9999;24;22,6;24,5;23,9;22,6;22;92;86;92;157;2,5;,7;
2015-01-06;02:00;,4;1008;1008,2;1008;-9999;23,8;22,7;24;23,7;22,7;22,4;93;92;93;192;3,5;,1;
2015-01-06;03:00;0;1008,2;1008,2;1008;-9999;23,7;22,5;24,1;23,7;22,8;22,4;93;91;93;121;2,1;,9;
2015-01-06;04:00;0;1007,9;1008,3;1007,9;-9999;23,8;22,6;23,9;23,7;22,7;22,5;93;93;93;124;2,1;,5;
2015-01-06;05:00;0;1007,7;1007,9;1007,6;-9999;23,9;22,5;23,9;23,7;22,6;22,5;93;92;92;155;1,6;,3;
2015-01-06;06:00;0;1007,2;1007,7;1007,2;-9999;23,9;22,5;23,9;23,7;22,6;22,4;93;92;92;112;2,2;,7;
2015-01-06;07:00;,2;1007,3;1007,3;1007,2;-9999;23,9;22,7;24;23,7;22,7;22,3;93;91;93;144;1,3;0;
2015-01-06;08:00;0;1006,5;1007,2;1006,5;-9999;23,7;22,5;24;23,7;22,7;22,5;93;92;93;134;1,4;,4;
2015-01-06;09:00;0;1007;1007;1006,5;-9999;23,7;22,6;23,7;23,7;22,6;22,5;94;93;94;159;2,8;,9;
2015-01-06;10:00;0;1007,7;1007,7;1007;-9999;23,6;22,5;23,7;23,6;22,6;22,5;94;94;94;101;2,3;,2;
2015-01-06;11:00;0;1008,6;1008,6;1007,7;68,4;23,9;22,9;23,9;23,5;22,9;22,5;94;94;94;93;1,3;,6;
2015-01-06;12:00;0;1009,3;1009,3;1008,6;458,2;24,9;23;24,9;23,9;23,1;22,8;94;89;89;119;2,1;1;
2015-01-06;13:00;0;1009,8;1009,9;1009,3;803;25,9;23,2;26;24,8;23,5;22,8;89;84;85;121;2,1;1,1;
2015-01-06;14:00;0;1010,2;1010,2;1009,8;1157,6;26,6;23,1;26,8;25,9;23,8;22,8;86;81;81;140;3;1,8;
2015-01-06;15:00;0;1010,1;1010,3;1010,1;1227,5;27;22,9;27,4;26,5;23,6;22,8;82;77;78;89;3,4;1,4;
2015-01-06;16:00;0;1009,4;1010,1;1009,4;1026;27,3;23,2;27,9;26,9;23,8;22,9;81;76;78;176;2,7;,9;
2015-01-06;17:00;0;1007,9;1009,4;1007,9;2044,1;29,9;23,9;29,9;27,3;24,3;22,5;79;69;70;162;3,2;1,3;
2015-01-06;18:00;0;1006,3;1007,9;1006,3;2584,3;29,2;22,3;31,1;29,2;24,3;22,3;72;63;67;284;4,5;1,8;
2015-01-06;19:00;0;1005,4;1006,3;1005,4;2373;31,7;23,7;31,9;28,9;23,7;21,2;70;56;63;56;5;2,4;
2015-01-06;20:00;0;1004,4;1005,4;1004,4;1964;30,6;22,4;32,3;30,4;23,3;21,5;63;56;61;4;5;2,5;
2015-01-06;21:00;0;1004,4;1004,5;1004,2;683,8;29,9;22,6;32,4;29,9;24,1;22;66;59;65;83;5;2,3;
2015-01-06;22:00;,4;1005,7;1005,8;1004,4;174,6;25,4;23,1;30,5;25;23,5;22,2;90;65;88;45;10;3,1;
2015-01-06;23:00;0;1006,2;1006,3;1005,7;7,9;25,4;22,6;25,4;25,3;23,1;22,5;88;84;85;44;5,6;1,9;
2015-01-07;00:00;,2;1007,2;1007,2;1006,2;-9999;25,4;22,8;25,4;25,2;23,1;22,7;88;85;86;45;3,2;1,8;
2015-01-07;01:00;,2;1008,2;1008,2;1007,2;-9999;25,2;23,3;25,5;25;23,4;22,8;89;85;89;87;3;1;
2015-01-07;02:00;,2;1008,4;1008,5;1008,2;-9999;24,9;23,4;25,2;24,8;23,5;23,3;92;89;91;167;2;1,1;
